PM10,SO2,NO2,CO,O3,TEMP,RAIN,WSPM,year,month,day,hour,dayofweek
51.0,13.0,60.0,600.0,16.0,0.1,0,1.5,2017,2,20,23,0
89.0,8.0,51.0,900.0,41.0,-0.3,0,0.9,2017,2,21,0,1
89.0,8.0,51.0,900.0,41.0,0.0,0,0.8,2017,2,21,1,1
66.0,18.0,56.0,800.0,16.0,-1.8,0,0.7,2017,2,21,2,1
68.0,15.0,56.0,900.0,17.0,-2.2,0,0.4,2017,2,21,3,1
89.0,8.0,51.0,900.0,41.0,-1.2,0,0.1,2017,2,21,4,1
89.0,8.0,51.0,900.0,41.0,-1.9,0,1.1,2017,2,21,5,1
130.0,30.0,70.0,1500.0,2.0,-1.8,0,0.6,2017,2,21,6,1
89.0,8.0,51.0,900.0,41.0,-1.5,0,1.1,2017,2,21,7,1
89.0,8.0,51.0,900.0,41.0,-0.3,0,1.0,2017,2,21,8,1
91.0,31.0,69.0,1300.0,6.0,0.1,0,2.0,2017,2,21,9,1
93.0,29.0,64.0,1200.0,10.0,0.6,0,1.5,2017,2,21,10,1
89.0,8.0,51.0,900.0,41.0,1.3,0,1.5,2017,2,21,11,1
127.0,24.0,55.0,1100.0,25.0,1.8,0,2.7,2017,2,21,12,1
89.0,8.0,51.0,900.0,41.0,-2.1,1,3.2,2017,2,21,13,1
39.0,2.0,51.0,700.0,41.0,-1.7,1,0.8,2017,2,21,14,1
24.0,8.0,35.0,900.0,27.0,-1.8,1,1.8,2017,2,21,15,1
25.0,6.0,41.0,500.0,41.0,-1.7,0,2.2,2017,2,21,16,1
89.0,8.0,51.0,900.0,41.0,-1.4,0,2.3,2017,2,21,17,1
34.0,5.0,53.0,500.0,32.0,-1.8,0,2.8,2017,2,21,18,1
51.0,4.0,51.0,600.0,30.0,-2.5,1,1.4,2017,2,21,19,1
61.0,3.0,56.0,700.0,20.0,-2.6,1,1.5,2017,2,21,20,1
68.0,3.0,59.0,800.0,11.0,-2.5,1,1.1,2017,2,21,21,1
62.0,2.0,50.0,800.0,21.0,-2.3,1,1.7,2017,2,21,22,1
49.0,2.0,36.0,800.0,34.0,-2.5,1,2.0,2017,2,21,23,1
61.0,3.0,36.0,800.0,34.0,-2.3,0,2.7,2017,2,22,0,2
72.0,3.0,34.0,900.0,29.0,-2.3,0,2.2,2017,2,22,1,2
84.0,3.0,40.0,900.0,17.0,-2.3,0,2.6,2017,2,22,2,2
82.0,3.0,39.0,100.0,20.0,-2.4,0,1.7,2017,2,22,3,2
89.0,3.0,42.0,100.0,14.0,-2.3,0,1.2,2017,2,22,4,2
93.0,3.0,39.0,900.0,16.0,-2.5,0,1.0,2017,2,22,5,2
91.0,3.0,46.0,100.0,13.0,-2.7,0,0.8,2017,2,22,6,2
89.0,3.0,54.0,1100.0,4.0,-3.6,0,1.5,2017,2,22,7,2
94.0,3.0,55.0,1200.0,4.0,-3.7,0,0.8,2017,2,22,8,2
100.0,8.0,46.0,1200.0,13.0,-1.2,0,1.8,2017,2,22,9,2
118.0,12.0,44.0,1300.0,17.0,-0.6,0,2.0,2017,2,22,10,2
136.0,15.0,44.0,1200.0,26.0,0.6,0,1.4,2017,2,22,11,2
122.0,16.0,54.0,1200.0,34.0,2.5,0,1.0,2017,2,22,12,2
135.0,13.0,64.0,1200.0,38.0,3.8,0,0.9,2017,2,22,13,2
167.0,12.0,66.0,1300.0,41.0,4.2,0,1.9,2017,2,22,14,2
148.0,11.0,69.0,1300.0,45.0,5.2,0,2.7,2017,2,22,15,2
122.0,9.0,73.0,1200.0,42.0,6.0,0,1.2,2017,2,22,16,2
65.0,5.0,47.0,600.0,53.0,6.8,0,2.6,2017,2,22,17,2
10.0,3.0,28.0,300.0,62.0,6.1,0,4.1,2017,2,22,18,2
12.0,3.0,25.0,300.0,66.0,5.1,0,2.5,2017,2,22,19,2
10.0,2.0,21.0,200.0,69.0,4.1,0,3.4,2017,2,22,20,2
10.0,2.0,18.0,200.0,72.0,3.6,0,2.7,2017,2,22,21,2
14.0,3.0,22.0,200.0,68.0,3.2,0,2.9,2017,2,22,22,2
15.0,3.0,20.0,200.0,70.0,2.5,0,3.3,2017,2,22,23,2
12.0,3.0,19.0,200.0,70.0,1.6,0,3.0,2017,2,23,0,3
18.0,5.0,27.0,300.0,59.0,0.6,0,3.1,2017,2,23,1,3
18.0,5.0,35.0,300.0,47.0,-0.1,0,1.8,2017,2,23,2,3
19.0,4.0,33.0,400.0,45.0,0.1,0,1.6,2017,2,23,3,3
10.0,4.0,34.0,400.0,41.0,-0.1,0,2.4,2017,2,23,4,3
15.0,5.0,34.0,500.0,42.0,-0.2,0,1.4,2017,2,23,5,3
16.0,5.0,50.0,600.0,25.0,-0.2,0,1.5,2017,2,23,6,3
38.0,7.0,66.0,700.0,10.0,-1.3,0,0.4,2017,2,23,7,3
33.0,8.0,70.0,900.0,6.0,0.6,0,0.4,2017,2,23,8,3
35.0,13.0,57.0,700.0,22.0,3.3,0,1.8,2017,2,23,9,3
18.0,8.0,38.0,500.0,43.0,3.8,0,2.2,2017,2,23,10,3
18.0,6.0,31.0,400.0,55.0,5.0,0,2.1,2017,2,23,11,3
4.0,4.0,25.0,300.0,65.0,5.9,0,2.0,2017,2,23,12,3
16.0,3.0,23.0,300.0,71.0,6.9,0,2.6,2017,2,23,13,3
40.0,3.0,25.0,300.0,72.0,8.1,0,2.8,2017,2,23,14,3
36.0,8.0,32.0,400.0,78.0,8.5,0,2.8,2017,2,23,15,3
35.0,6.0,32.0,400.0,78.0,8.2,0,3.8,2017,2,23,16,3
57.0,5.0,32.0,500.0,77.0,8.0,0,2.8,2017,2,23,17,3
39.0,6.0,40.0,600.0,66.0,6.6,0,1.7,2017,2,23,18,3
52.0,5.0,47.0,500.0,52.0,5.6,0,1.7,2017,2,23,19,3
51.0,8.0,52.0,600.0,45.0,5.3,0,2.0,2017,2,23,20,3
59.0,11.0,48.0,600.0,47.0,4.7,0,1.8,2017,2,23,21,3
61.0,11.0,55.0,600.0,38.0,4.7,0,1.6,2017,2,23,22,3
69.0,17.0,51.0,600.0,44.0,3.9,0,1.4,2017,2,23,23,3
75.0,19.0,60.0,700.0,30.0,0.7,0,0.8,2017,2,24,0,4
90.0,20.0,76.0,1200.0,9.0,0.6,0,1.1,2017,2,24,1,4
102.0,16.0,83.0,900.0,2.0,-1.8,0,0.8,2017,2,24,2,4
87.0,11.0,82.0,1200.0,2.0,-1.6,0,0.5,2017,2,24,3,4
88.0,10.0,82.0,1400.0,2.0,-2.1,0,0.6,2017,2,24,4,4
66.0,8.0,78.0,1200.0,2.0,-1.7,0,0.5,2017,2,24,5,4
41.0,8.0,78.0,1200.0,2.0,-1.6,0,0.6,2017,2,24,6,4
38.0,10.0,81.0,1100.0,2.0,-2.2,0,1.4,2017,2,24,7,4
50.0,11.0,81.0,1200.0,2.0,2.0,0,1.2,2017,2,24,8,4
41.0,14.0,59.0,800.0,19.0,5.4,0,2.0,2017,2,24,9,4
30.0,10.0,48.0,700.0,33.0,6.5,0,1.6,2017,2,24,10,4
17.0,6.0,30.0,600.0,55.0,8.4,0,1.6,2017,2,24,11,4
21.0,6.0,30.0,500.0,60.0,9.3,0,1.9,2017,2,24,12,4
27.0,6.0,35.0,500.0,61.0,10.5,0,1.7,2017,2,24,13,4
28.0,6.0,33.0,400.0,71.0,11.2,0,2.3,2017,2,24,14,4
27.0,7.0,30.0,400.0,76.0,11.8,0,1.8,2017,2,24,15,4
21.0,6.0,25.0,400.0,77.0,11.5,0,3.3,2017,2,24,16,4
28.0,4.0,20.0,300.0,75.0,10.4,0,3.1,2017,2,24,17,4
30.0,4.0,23.0,300.0,67.0,9.9,0,3.3,2017,2,24,18,4
30.0,4.0,32.0,400.0,56.0,9.4,0,2.5,2017,2,24,19,4
23.0,4.0,37.0,400.0,47.0,8.9,0,2.0,2017,2,24,20,4
27.0,4.0,52.0,500.0,28.0,7.9,0,2.1,2017,2,24,21,4
22.0,5.0,70.0,600.0,9.0,6.1,0,1.1,2017,2,24,22,4
22.0,7.0,53.0,600.0,25.0,4.5,0,0.5,2017,2,24,23,4
14.0,5.0,38.0,500.0,37.0,5.9,0,1.6,2017,2,25,0,5
7.0,5.0,31.0,400.0,44.0,5.1,0,1.5,2017,2,25,1,5
8.0,2.0,22.0,200.0,55.0,3.3,0,1.2,2017,2,25,2,5
4.0,2.0,21.0,300.0,55.0,1.9,0,1.2,2017,2,25,3,5
9.0,2.0,27.0,300.0,49.0,0.8,0,0.7,2017,2,25,4,5
6.0,2.0,19.0,300.0,59.0,0.3,0,1.0,2017,2,25,5,5
16.0,2.0,29.0,400.0,41.0,1.1,0,0.5,2017,2,25,6,5
25.0,2.0,68.0,500.0,7.0,-0.7,0,0.1,2017,2,25,7,5
28.0,6.0,65.0,600.0,13.0,4.5,0,1.2,2017,2,25,8,5
25.0,6.0,45.0,600.0,33.0,6.6,0,2.0,2017,2,25,9,5
23.0,5.0,29.0,500.0,51.0,7.7,0,2.6,2017,2,25,10,5
18.0,5.0,23.0,400.0,63.0,9.6,0,2.6,2017,2,25,11,5
14.0,4.0,20.0,400.0,71.0,11.3,0,2.6,2017,2,25,12,5
22.0,2.0,19.0,300.0,75.0,11.9,0,3.8,2017,2,25,13,5
16.0,2.0,18.0,300.0,84.0,13.3,0,3.3,2017,2,25,14,5
20.0,3.0,18.0,300.0,85.0,13.5,0,3.4,2017,2,25,15,5
15.0,2.0,19.0,300.0,84.0,13.0,0,3.7,2017,2,25,16,5
18.0,2.0,21.0,300.0,80.0,12.5,0,2.3,2017,2,25,17,5
19.0,2.0,23.0,300.0,76.0,11.4,0,2.6,2017,2,25,18,5
31.0,2.0,31.0,300.0,65.0,9.1,0,0.5,2017,2,25,19,5
29.0,4.0,41.0,400.0,54.0,10.0,0,1.7,2017,2,25,20,5
37.0,6.0,50.0,500.0,41.0,8.9,0,1.7,2017,2,25,21,5
38.0,8.0,58.0,600.0,30.0,8.2,0,1.7,2017,2,25,22,5
29.0,8.0,64.0,600.0,25.0,4.7,0,0.3,2017,2,25,23,5
34.0,7.0,60.0,600.0,27.0,4.2,0,1.0,2017,2,26,0,6
33.0,7.0,71.0,1100.0,11.0,3.0,0,0.6,2017,2,26,1,6
44.0,8.0,82.0,800.0,2.0,2.3,0,0.7,2017,2,26,2,6
36.0,12.0,79.0,800.0,2.0,1.3,0,0.5,2017,2,26,3,6
32.0,11.0,81.0,800.0,2.0,-0.8,0,1.1,2017,2,26,4,6
34.0,10.0,80.0,700.0,2.0,-0.3,0,0.6,2017,2,26,5,6
45.0,12.0,87.0,1300.0,2.0,1.5,0,1.0,2017,2,26,6,6
50.0,14.0,88.0,1300.0,2.0,0.2,0,0.2,2017,2,26,7,6
42.0,18.0,83.0,1300.0,2.0,3.7,0,1.7,2017,2,26,8,6
42.0,18.0,68.0,1100.0,13.0,6.2,0,1.3,2017,2,26,9,6
36.0,15.0,51.0,800.0,31.0,7.9,0,1.7,2017,2,26,10,6
23.0,11.0,44.0,800.0,43.0,9.6,0,1.2,2017,2,26,11,6
27.0,9.0,38.0,600.0,54.0,10.7,0,1.5,2017,2,26,12,6
25.0,9.0,41.0,600.0,56.0,12.4,0,1.2,2017,2,26,13,6
32.0,8.0,41.0,500.0,60.0,12.4,0,1.6,2017,2,26,14,6
44.0,8.0,48.0,600.0,59.0,13.5,0,2.6,2017,2,26,15,6
33.0,7.0,36.0,500.0,72.0,13.4,0,3.1,2017,2,26,16,6
40.0,7.0,37.0,500.0,74.0,12.9,0,3.1,2017,2,26,17,6
49.0,7.0,38.0,500.0,66.0,11.8,0,3.2,2017,2,26,18,6
59.0,8.0,54.0,600.0,48.0,10.9,0,2.7,2017,2,26,19,6
64.0,8.0,59.0,600.0,41.0,10.3,0,1.9,2017,2,26,20,6
89.0,12.0,72.0,700.0,25.0,9.8,0,1.7,2017,2,26,21,6
94.0,21.0,88.0,800.0,7.0,8.5,0,2.1,2017,2,26,22,6
85.0,17.0,88.0,800.0,6.0,7.6,0,1.3,2017,2,26,23,6
76.0,13.0,93.0,900.0,2.0,5.4,0,0.9,2017,2,27,0,0
87.0,12.0,93.0,100.0,2.0,5.0,0,1.3,2017,2,27,1,0
89.0,17.0,93.0,1300.0,2.0,2.0,0,1.3,2017,2,27,2,0
96.0,20.0,92.0,1400.0,2.0,1.5,0,1.5,2017,2,27,3,0
116.0,24.0,91.0,1800.0,2.0,1.8,0,1.1,2017,2,27,4,0
132.0,23.0,88.0,2300.0,2.0,0.1,0,1.0,2017,2,27,5,0
112.0,19.0,82.0,200.0,2.0,-0.3,0,0.8,2017,2,27,6,0
108.0,18.0,80.0,200.0,2.0,0.6,0,0.7,2017,2,27,7,0
109.0,22.0,78.0,2200.0,2.0,2.3,0,0.8,2017,2,27,8,0
107.0,30.0,79.0,2200.0,3.0,3.8,0,1.3,2017,2,27,9,0
85.0,22.0,72.0,1800.0,9.0,6.8,0,1.9,2017,2,27,10,0
99.0,21.0,68.0,1400.0,21.0,10.0,0,1.4,2017,2,27,11,0
131.0,25.0,90.0,1700.0,23.0,12.1,0,1.2,2017,2,27,12,0
126.0,27.0,107.0,1800.0,25.0,14.0,0,1.8,2017,2,27,13,0
147.0,33.0,117.0,1800.0,30.0,14.2,0,2.1,2017,2,27,14,0
105.0,21.0,95.0,1400.0,45.0,15.7,0,2.7,2017,2,27,15,0
71.0,13.0,54.0,900.0,75.0,15.9,0,2.9,2017,2,27,16,0
89.0,8.0,51.0,900.0,41.0,15.4,0,1.9,2017,2,27,17,0
89.0,8.0,51.0,900.0,41.0,13.8,0,1.6,2017,2,27,18,0
89.0,8.0,51.0,900.0,41.0,11.5,0,1.0,2017,2,27,19,0
89.0,8.0,51.0,900.0,41.0,11.7,0,1.6,2017,2,27,20,0
89.0,8.0,51.0,900.0,41.0,13.0,0,2.1,2017,2,27,21,0
89.0,8.0,51.0,900.0,41.0,12.9,0,2.1,2017,2,27,22,0
89.0,8.0,51.0,900.0,41.0,10.9,0,1.4,2017,2,27,23,0
89.0,8.0,51.0,900.0,41.0,9.9,0,1.5,2017,2,28,0,1
89.0,8.0,51.0,900.0,41.0,8.4,0,1.5,2017,2,28,1,1
89.0,8.0,51.0,900.0,41.0,8.6,0,0.9,2017,2,28,2,1
89.0,8.0,51.0,900.0,41.0,7.3,0,1.0,2017,2,28,3,1
89.0,8.0,51.0,900.0,41.0,7.0,0,1.9,2017,2,28,4,1
89.0,8.0,51.0,900.0,41.0,5.3,0,1.4,2017,2,28,5,1
89.0,8.0,51.0,900.0,41.0,9.5,0,3.1,2017,2,28,6,1
89.0,8.0,51.0,900.0,41.0,8.4,0,2.3,2017,2,28,7,1
45.0,8.0,51.0,500.0,29.0,9.2,0,1.3,2017,2,28,8,1
32.0,7.0,47.0,500.0,34.0,10.7,0,2.3,2017,2,28,9,1
35.0,4.0,25.0,400.0,62.0,12.0,0,2.3,2017,2,28,10,1
13.0,2.0,15.0,300.0,75.0,13.3,0,3.3,2017,2,28,11,1
12.0,2.0,16.0,300.0,76.0,12.9,0,3.3,2017,2,28,12,1
54.0,2.0,15.0,200.0,79.0,14.0,0,2.9,2017,2,28,13,1
74.0,2.0,15.0,200.0,84.0,14.6,0,3.6,2017,2,28,14,1
25.0,2.0,17.0,200.0,87.0,15.4,0,3.3,2017,2,28,15,1
17.0,2.0,16.0,300.0,88.0,14.9,0,2.1,2017,2,28,16,1
23.0,3.0,19.0,300.0,83.0,14.2,0,3.1,2017,2,28,17,1
33.0,2.0,22.0,300.0,78.0,13.4,0,1.4,2017,2,28,18,1
37.0,3.0,36.0,400.0,60.0,12.5,0,2.4,2017,2,28,19,1
43.0,4.0,48.0,500.0,43.0,11.6,0,0.9,2017,2,28,20,1
33.0,5.0,39.0,500.0,50.0,10.8,0,1.1,2017,2,28,21,1
24.0,5.0,47.0,500.0,41.0,10.5,0,1.2,2017,2,28,22,1
27.0,5.0,53.0,600.0,33.0,8.6,0,1.3,2017,2,28,23,1
580.0,8.0,112.0,6800.0,4.0,-5.3,0,0.8,2017,1,1,0,6
546.0,7.0,111.0,6800.0,4.0,-5.4,0,1.1,2017,1,1,1,6
546.0,7.0,114.0,6800.0,4.0,-5.9,0,1.5,2017,1,1,2,6
509.0,6.0,118.0,6700.0,4.0,-6.5,0,0.7,2017,1,1,3,6
470.0,6.0,115.0,6800.0,3.0,-6.9,0,0.3,2017,1,1,4,6
461.0,6.0,115.0,6800.0,3.0,-6.8,0,1.4,2017,1,1,5,6
461.0,6.0,119.0,6900.0,3.0,-7.1,0,1.3,2017,1,1,6,6
481.0,7.0,120.0,6900.0,3.0,-7.5,0,0.7,2017,1,1,7,6
482.0,6.0,113.0,7000.0,3.0,-8.1,0,0.5,2017,1,1,8,6
477.0,7.0,112.0,7200.0,3.0,-6.3,0,0.6,2017,1,1,9,6
481.0,8.0,123.0,7400.0,14.0,-4.3,0,0.3,2017,1,1,10,6
482.0,9.0,140.0,7200.0,3.0,-2.7,0,1.4,2017,1,1,11,6
575.0,11.0,163.0,7500.0,5.0,-1.1,0,1.7,2017,1,1,12,6
604.0,13.0,178.0,7600.0,7.0,-0.1,0,1.5,2017,1,1,13,6
617.0,14.0,191.0,7300.0,8.0,1.2,0,1.3,2017,1,1,14,6
672.0,15.0,201.0,7300.0,8.0,1.2,0,1.0,2017,1,1,15,6
700.0,15.0,208.0,7400.0,14.0,0.9,0,1.1,2017,1,1,16,6
651.0,14.0,201.0,7400.0,3.0,0.2,0,1.7,2017,1,1,17,6
632.0,13.0,189.0,7300.0,2.0,-0.8,0,1.5,2017,1,1,18,6
638.0,12.0,193.0,7600.0,3.0,-1.4,0,1.8,2017,1,1,19,6
657.0,12.0,186.0,7900.0,3.0,-1.8,0,1.1,2017,1,1,20,6
624.0,11.0,172.0,7700.0,3.0,-2.8,0,0.7,2017,1,1,21,6
612.0,11.0,161.0,7700.0,3.0,-4.2,0,0.3,2017,1,1,22,6
594.0,11.0,150.0,7900.0,3.0,-4.9,0,1.1,2017,1,1,23,6
618.0,11.0,157.0,8700.0,4.0,-4.7,0,1.1,2017,1,2,0,0
609.0,13.0,170.0,9900.0,4.0,-5.0,0,1.1,2017,1,2,1,0
297.0,11.0,92.0,4400.0,15.0,-4.1,0,1.7,2017,1,2,2,0
23.0,7.0,17.0,700.0,41.0,-4.8,0,0.6,2017,1,2,3,0
13.0,7.0,13.0,700.0,46.0,-5.5,0,1.8,2017,1,2,4,0
11.0,7.0,14.0,700.0,46.0,0.0,0,2.0,2017,1,2,5,0
10.0,7.0,18.0,800.0,44.0,-1.6,0,1.3,2017,1,2,6,0
14.0,8.0,43.0,900.0,28.0,1.1,0,3.7,2017,1,2,7,0
34.0,15.0,75.0,1500.0,7.0,1.2,0,4.0,2017,1,2,8,0
28.0,16.0,66.0,1400.0,14.0,2.6,0,2.1,2017,1,2,9,0
24.0,14.0,48.0,1100.0,26.0,5.1,0,3.2,2017,1,2,10,0
310.0,18.0,110.0,4800.0,22.0,6.3,0,2.4,2017,1,2,11,0
254.0,20.0,99.0,4200.0,44.0,6.5,0,2.9,2017,1,2,12,0
333.0,25.0,122.0,5300.0,37.0,6.3,0,2.3,2017,1,2,13,0
317.0,21.0,124.0,5500.0,37.0,5.3,0,3.0,2017,1,2,14,0
314.0,21.0,127.0,5200.0,37.0,4.5,0,2.7,2017,1,2,15,0
307.0,20.0,117.0,4900.0,41.0,3.7,0,3.5,2017,1,2,16,0
225.0,18.0,96.0,3500.0,40.0,3.2,0,2.8,2017,1,2,17,0
220.0,16.0,108.0,3500.0,26.0,2.5,0,2.6,2017,1,2,18,0
222.0,16.0,102.0,3400.0,23.0,1.8,0,1.0,2017,1,2,19,0
167.0,15.0,88.0,2800.0,24.0,-1.3,0,0.5,2017,1,2,20,0
194.0,13.0,126.0,3400.0,3.0,-2.6,0,0.7,2017,1,2,21,0
221.0,13.0,128.0,4000.0,3.0,-3.2,0,0.9,2017,1,2,22,0
232.0,13.0,126.0,4600.0,3.0,-3.4,0,0.6,2017,1,2,23,0
237.0,12.0,120.0,4600.0,2.0,-4.3,0,0.6,2017,1,3,0,1
238.0,13.0,124.0,5200.0,2.0,-4.8,0,1.0,2017,1,3,1,1
249.0,18.0,137.0,6800.0,3.0,-5.0,0,0.2,2017,1,3,2,1
250.0,18.0,134.0,6700.0,3.0,-5.3,0,1.2,2017,1,3,3,1
218.0,14.0,109.0,5300.0,2.0,-4.9,0,0.6,2017,1,3,4,1
198.0,11.0,104.0,4800.0,2.0,-5.3,0,0.7,2017,1,3,5,1
200.0,11.0,107.0,5100.0,2.0,-5.1,0,0.9,2017,1,3,6,1
181.0,10.0,93.0,4400.0,2.0,-4.4,0,0.9,2017,1,3,7,1
157.0,10.0,85.0,3800.0,2.0,-5.1,0,1.0,2017,1,3,8,1
174.0,14.0,88.0,4100.0,2.0,-2.6,0,0.8,2017,1,3,9,1
199.0,22.0,101.0,4500.0,4.0,1.0,0,0.9,2017,1,3,10,1
205.0,27.0,122.0,4400.0,7.0,3.0,0,1.4,2017,1,3,11,1
206.0,26.0,112.0,3700.0,19.0,5.5,0,1.1,2017,1,3,12,1
206.0,26.0,106.0,3500.0,31.0,6.6,0,1.5,2017,1,3,13,1
246.0,27.0,117.0,4100.0,45.0,7.4,0,2.0,2017,1,3,14,1
414.0,31.0,172.0,5700.0,43.0,7.2,0,1.9,2017,1,3,15,1
458.0,31.0,196.0,6400.0,24.0,6.5,0,2.0,2017,1,3,16,1
600.0,27.0,220.0,7900.0,7.0,4.8,0,2.0,2017,1,3,17,1
453.0,22.0,200.0,7000.0,5.0,3.1,0,1.9,2017,1,3,18,1
489.0,20.0,190.0,6700.0,4.0,0.8,0,0.9,2017,1,3,19,1
654.0,18.0,209.0,8200.0,4.0,-1.0,0,0.6,2017,1,3,20,1
728.0,18.0,208.0,9300.0,4.0,-2.2,0,0.6,2017,1,3,21,1
720.0,17.0,192.0,9800.0,5.0,-2.9,0,0.3,2017,1,3,22,1
805.0,16.0,185.0,9800.0,4.0,-3.4,0,0.6,2017,1,3,23,1
819.0,16.0,178.0,900.0,5.0,-3.5,0,0.5,2017,1,4,0,2
801.0,14.0,169.0,900.0,5.0,-3.9,0,0.4,2017,1,4,1,2
724.0,13.0,163.0,9800.0,4.0,-3.9,0,0.5,2017,1,4,2,2
689.0,12.0,152.0,9900.0,4.0,-4.8,0,0.9,2017,1,4,3,2
610.0,11.0,139.0,9300.0,3.0,-5.1,0,0.2,2017,1,4,4,2
507.0,11.0,133.0,9000.0,3.0,-5.3,0,0.3,2017,1,4,5,2
378.0,10.0,127.0,7600.0,2.0,-5.5,0,0.7,2017,1,4,6,2
376.0,12.0,140.0,8000.0,3.0,-4.6,0,0.6,2017,1,4,7,2
257.0,10.0,115.0,6200.0,2.0,-5.1,0,0.5,2017,1,4,8,2
237.0,12.0,107.0,5600.0,2.0,-3.5,0,0.5,2017,1,4,9,2
292.0,23.0,151.0,6600.0,3.0,-0.2,0,1.2,2017,1,4,10,2
399.0,34.0,200.0,7700.0,4.0,2.5,0,1.0,2017,1,4,11,2
338.0,38.0,194.0,6600.0,6.0,5.0,0,1.5,2017,1,4,12,2
525.0,30.0,208.0,7800.0,6.0,6.7,0,1.4,2017,1,4,13,2
690.0,26.0,276.0,900.0,5.0,6.8,0,2.0,2017,1,4,14,2
513.0,28.0,258.0,9200.0,5.0,7.2,0,2.0,2017,1,4,15,2
222.0,24.0,159.0,4000.0,7.0,5.8,0,1.6,2017,1,4,16,2
521.0,21.0,224.0,6600.0,3.0,3.4,0,0.3,2017,1,4,17,2
613.0,17.0,271.0,9000.0,3.0,2.6,0,0.9,2017,1,4,18,2
679.0,15.0,270.0,10000.0,3.0,1.0,0,0.8,2017,1,4,19,2
682.0,14.0,261.0,900.0,3.0,-0.6,0,0.5,2017,1,4,20,2
597.0,15.0,237.0,900.0,3.0,-1.5,0,0.4,2017,1,4,21,2
468.0,14.0,201.0,9900.0,2.0,-1.9,0,1.2,2017,1,4,22,2
453.0,13.0,186.0,9600.0,2.0,-2.3,0,0.8,2017,1,4,23,2
451.0,12.0,168.0,10000.0,3.0,-1.7,0,2.1,2017,1,5,0,3
351.0,12.0,141.0,8900.0,2.0,-1.6,0,1.8,2017,1,5,1,3
284.0,12.0,130.0,8000.0,2.0,-1.3,0,2.3,2017,1,5,2,3
301.0,13.0,135.0,8200.0,2.0,-1.0,0,2.3,2017,1,5,3,3
298.0,13.0,134.0,8000.0,2.0,-0.5,0,1.7,2017,1,5,4,3
358.0,12.0,142.0,8600.0,2.0,0.0,0,1.3,2017,1,5,5,3
325.0,13.0,137.0,7900.0,2.0,-0.3,0,1.4,2017,1,5,6,3
280.0,15.0,124.0,6800.0,2.0,-0.5,0,1.2,2017,1,5,7,3
285.0,15.0,124.0,7100.0,2.0,-0.3,0,1.3,2017,1,5,8,3
283.0,15.0,125.0,7200.0,2.0,0.1,0,1.3,2017,1,5,9,3
262.0,16.0,122.0,6800.0,2.0,0.2,0,1.3,2017,1,5,10,3
300.0,16.0,121.0,6700.0,2.0,0.8,0,0.6,2017,1,5,11,3
289.0,17.0,116.0,6500.0,2.0,1.5,0,1.1,2017,1,5,12,3
244.0,18.0,102.0,5400.0,2.0,1.9,0,1.0,2017,1,5,13,3
228.0,20.0,97.0,4900.0,7.0,2.5,0,1.5,2017,1,5,14,3
203.0,26.0,97.0,4800.0,7.0,2.7,0,1.4,2017,1,5,15,3
179.0,29.0,98.0,4300.0,8.0,2.6,0,1.5,2017,1,5,16,3
187.0,27.0,114.0,4600.0,2.0,2.4,0,1.0,2017,1,5,17,3
186.0,26.0,117.0,4600.0,2.0,2.3,0,1.0,2017,1,5,18,3
192.0,25.0,117.0,4700.0,2.0,2.1,0,1.4,2017,1,5,19,3
184.0,25.0,117.0,4700.0,2.0,0.5,0,0.5,2017,1,5,20,3
187.0,21.0,113.0,4900.0,2.0,-1.8,0,0.8,2017,1,5,21,3
193.0,18.0,107.0,5400.0,3.0,-2.8,0,0.7,2017,1,5,22,3
188.0,16.0,102.0,5400.0,2.0,-3.2,0,0.8,2017,1,5,23,3
188.0,15.0,97.0,5300.0,2.0,-2.0,0,0.3,2017,1,6,0,4
189.0,14.0,97.0,5100.0,2.0,-1.3,0,0.6,2017,1,6,1,4
181.0,13.0,94.0,500.0,2.0,-0.8,0,0.4,2017,1,6,2,4
184.0,14.0,97.0,4800.0,2.0,-0.2,0,0.6,2017,1,6,3,4
179.0,14.0,96.0,4700.0,2.0,-0.1,0,0.3,2017,1,6,4,4
174.0,14.0,91.0,4200.0,2.0,-0.1,0,0.5,2017,1,6,5,4
169.0,13.0,85.0,3800.0,2.0,-1.5,0,0.3,2017,1,6,6,4
165.0,13.0,83.0,3700.0,2.0,-1.0,0,0.5,2017,1,6,7,4
167.0,13.0,85.0,3900.0,2.0,0.0,0,0.5,2017,1,6,8,4
168.0,14.0,81.0,3700.0,2.0,0.5,0,0.5,2017,1,6,9,4
165.0,15.0,73.0,3600.0,4.0,1.8,0,0.9,2017,1,6,10,4
174.0,19.0,73.0,3600.0,6.0,2.9,0,0.9,2017,1,6,11,4
187.0,29.0,85.0,3800.0,16.0,3.9,0,0.9,2017,1,6,12,4
196.0,30.0,91.0,3700.0,19.0,4.3,0,1.0,2017,1,6,13,4
195.0,30.0,95.0,3700.0,21.0,4.7,0,0.9,2017,1,6,14,4
201.0,28.0,108.0,3900.0,16.0,5.0,0,1.2,2017,1,6,15,4
200.0,25.0,122.0,400.0,12.0,4.4,0,1.4,2017,1,6,16,4
213.0,20.0,130.0,4200.0,9.0,3.5,0,1.5,2017,1,6,17,4
210.0,18.0,127.0,400.0,7.0,1.2,0,1.0,2017,1,6,18,4
221.0,18.0,116.0,4100.0,11.0,0.5,0,0.6,2017,1,6,19,4
